Размер матрицы,Количество запусков,Время выполнения
510,1000,0.4111880999999991
520,1000,0.42532089999999884
530,1000,0.44068390000000085
540,1000,0.45861919999999945
550,1000,0.47547569999999906
560,1000,0.49470619999999993
570,1000,0.512294399999999
580,1000,0.5375650000000003
590,1000,0.5563462000000006
600,1000,0.5757343999999999
610,1000,0.5944150000000008
620,1000,0.6141259999999998
620,1000,0.622289199999999
630,1000,0.6387222
640,1000,0.6581578999999999
650,1000,0.6768541000000007
