Размер матрицы,Количество запусков,Время выполнения
40000000,1,9.98843e-08
41000000,1,1.00117e-07
42000000,1,1.00117e-07
43000000,1,2.00002e-07
44000000,1,7.00122e-07
45000000,1,1.00117e-07
46000000,1,2.00002e-07
47000000,1,2.00002e-07
48000000,1,9.98843e-08
49000000,1,1.00117e-07
51000000,1,2.00002e-07
52000000,1,2.00002e-07
53000000,1,2.00002e-07
54000000,1,9.98843e-08
55000000,1,2.00002e-07
